,Unnamed: 0,country_or_area,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
14,14,Germany,3749485.94610387,3609657.7678673686,3458700.9846251374,3431024.7069173967,3372772.5988892713,3362831.7144026686,3416302.9743412817,3312731.261074466,3235930.5061327214,3136259.1269779783,3129883.3029488125,3174210.3078817525,3110827.315912113,3101182.9676025333,3051882.08881692,2975546.0612445683,2997131.701208072,2915994.9786449717,2921826.5139758713,2719269.0861768657,2823116.073692196,2765489.2305978118,2779015.0849207826,2835452.8439888875,2705291.816407869
